030 -4324.493679
040 -4324.557048
050 -4324.598615
060 -4324.623191
070 -4324.633293
080 -4324.629244
090 -4324.612028
100 -4324.586973
110 -4324.557526
210 -4323.969688
220 -4324.023117
230 -4324.062434
240 -4324.088709
250 -4324.103774
260 -4324.111103
270 -4324.110994
280 -4324.101116
290 -4324.082499
300 -4324.054513
310 -4324.022087
320 -4323.970374
330 -4323.907038
