# GNUBANDS: Utility for SIESTA to transform bands output into Gnuplot format
#
#                                                  Emilio Artacho, Feb. 1999
#                                                   Alberto Garcia, May 2012
#                                         Nick Papior, April 2013, July 2016
# --------------------------------------------------------------------------
# E_F / orig        =      0.0000    -4.2571
# k_min, k_max      =     0.0000    0.2421
# E_min, E_max      =    -1.0000    4.0000
# Nbands, Nspin, Nk =   1460     1   501
# Using min_band, max_band =      1  1460
# Total number of bands =   1460
#
#        k            E[eV]
# --------------------------------------------------------------------------

      0.000000     -0.343157  1
      0.000509     -0.343957  1
      0.001019     -0.344757  1
      0.001528     -0.345557  1
      0.002038     -0.346357  1
      0.002547     -0.347157  1
      0.003056     -0.347957  1
      0.003566     -0.348757  1
      0.004075     -0.349557  1
      0.004584     -0.350357  1
      0.005094     -0.351157  1
      0.005603     -0.352057  1
      0.006113     -0.352857  1
      0.006622     -0.353657  1
      0.007131     -0.354457  1
      0.007641     -0.355357  1
      0.008150     -0.356157  1
      0.008659     -0.356957  1
      0.009169     -0.357757  1
      0.009678     -0.358657  1
      0.010188     -0.359457  1
      0.010697     -0.360257  1
      0.011206     -0.361157  1
      0.011716     -0.361957  1
      0.012225     -0.362757  1
      0.012734     -0.363557  1
      0.013244     -0.364457  1
      0.013753     -0.365257  1
      0.014263     -0.366057  1
      0.014772     -0.366857  1
      0.015281     -0.367657  1
      0.015791     -0.368457  1
      0.016300     -0.369357  1
      0.016810     -0.370157  1
      0.017319     -0.370957  1
      0.017828     -0.371757  1
      0.018338     -0.372557  1
      0.018847     -0.373357  1
      0.019356     -0.374057  1
      0.019866     -0.374857  1
      0.020375     -0.375657  1
      0.020885     -0.376457  1
      0.021394     -0.377157  1
      0.021903     -0.377957  1
      0.022413     -0.378757  1
      0.022922     -0.379457  1
      0.023431     -0.380157  1
      0.023941     -0.380957  1
      0.024450     -0.381657  1
      0.024960     -0.382357  1
      0.025469     -0.383057  1
      0.025978     -0.383757  1
      0.026488     -0.384457  1
      0.026997     -0.385157  1
      0.027506     -0.385857  1
      0.028016     -0.386457  1
      0.028525     -0.387157  1
      0.029035     -0.387757  1
      0.029544     -0.388457  1
      0.030053     -0.389057  1
      0.030563     -0.389657  1
      0.031072     -0.390257  1
      0.031581     -0.390857  1
      0.032091     -0.391457  1
      0.032600     -0.392057  1
      0.033110     -0.392557  1
      0.033619     -0.393057  1
      0.034128     -0.393657  1
      0.034638     -0.394157  1
      0.035147     -0.394657  1
      0.035657     -0.395157  1
      0.036166     -0.395657  1
      0.036675     -0.396057  1
      0.037185     -0.396557  1
      0.037694     -0.396957  1
      0.038203     -0.397357  1
      0.038713     -0.397757  1
      0.039222     -0.398157  1
      0.039732     -0.398557  1
      0.040241     -0.398957  1
      0.040750     -0.399257  1
      0.041260     -0.399557  1
      0.041769     -0.399857  1
      0.042278     -0.400157  1
      0.042788     -0.400457  1
      0.043297     -0.400757  1
      0.043807     -0.400957  1
      0.044316     -0.401257  1
      0.044825     -0.401457  1
      0.045335     -0.401657  1
      0.045844     -0.401757  1
      0.046353     -0.401957  1
      0.046863     -0.402157  1
      0.047372     -0.402257  1
      0.047882     -0.402357  1
      0.048391     -0.402457  1
      0.048900     -0.402557  1
      0.049410     -0.402557  1
      0.049919     -0.402657  1
      0.050429     -0.402657  1
      0.050938     -0.402657  1
      0.051416     -0.402657  1
      0.051894     -0.402757  1
      0.052372     -0.402957  1
      0.052849     -0.403057  1
      0.053327     -0.403357  1
      0.053805     -0.403657  1
      0.054283     -0.403957  1
      0.054761     -0.404357  1
      0.055239     -0.404857  1
      0.055717     -0.405357  1
      0.056195     -0.405957  1
      0.056673     -0.406557  1
      0.057151     -0.407257  1
      0.057628     -0.407957  1
      0.058106     -0.408757  1
      0.058584     -0.409557  1
      0.059062     -0.410457  1
      0.059540     -0.411357  1
      0.060018     -0.412357  1
